study_accession,sample_accession,experiment_accession,Run,Assay.Type,sample_title
PRJEB6070,SAMEA2466975,ERX446555,ERR480723,WGS,Human stool sample
PRJEB6070,SAMEA2466975,ERX446556,ERR480724,WGS,Human stool sample
PRJEB6070,SAMEA2466975,ERX446557,ERR480725,WGS,Human stool sample
PRJEB6070,SAMEA2466975,ERX446558,ERR480726,WGS,Human stool sample
PRJEB6070,SAMEA2467008,ERX446559,ERR480727,WGS,Human stool sample
PRJEB6070,SAMEA2467008,ERX446560,ERR480728,WGS,Human stool sample
PRJEB6070,SAMEA2467008,ERX446561,ERR480729,WGS,Human stool sample
PRJEB6070,SAMEA2467008,ERX446562,ERR480730,WGS,Human stool sample
PRJEB6070,SAMEA2466986,ERX446563,ERR480731,WGS,Human stool sample
PRJEB6070,SAMEA2466986,ERX446564,ERR480732,WGS,Human stool sample
PRJEB6070,SAMEA2466986,ERX446565,ERR480733,WGS,Human stool sample
PRJEB6070,SAMEA2466994,ERX446566,ERR480734,WGS,Human stool sample
PRJEB6070,SAMEA2466994,ERX446567,ERR480735,WGS,Human stool sample
PRJEB6070,SAMEA2466994,ERX446568,ERR480736,WGS,Human stool sample
PRJEB6070,SAMEA2466906,ERX446569,ERR480737,WGS,Human stool sample
PRJEB6070,SAMEA2466906,ERX446570,ERR480738,WGS,Human stool sample
PRJEB6070,SAMEA2466926,ERX446571,ERR480739,WGS,Human stool sample
PRJEB6070,SAMEA2466926,ERX446572,ERR480740,WGS,Human stool sample
PRJEB6070,SAMEA2466968,ERX446573,ERR480741,WGS,Human stool sample
PRJEB6070,SAMEA2466968,ERX446574,ERR480742,WGS,Human stool sample
PRJEB6070,SAMEA2466968,ERX446575,ERR480743,WGS,Human stool sample
PRJEB6070,SAMEA2466968,ERX446576,ERR480744,WGS,Human stool sample
PRJEB6070,SAMEA2466999,ERX446577,ERR480745,WGS,Human stool sample
PRJEB6070,SAMEA2466999,ERX446578,ERR480746,WGS,Human stool sample
PRJEB6070,SAMEA2466938,ERX446579,ERR480747,WGS,Human stool sample
PRJEB6070,SAMEA2466938,ERX446580,ERR480748,WGS,Human stool sample
PRJEB6070,SAMEA2466938,ERX446581,ERR480749,WGS,Human stool sample
PRJEB6070,SAMEA2466955,ERX446582,ERR480750,WGS,Human stool sample
PRJEB6070,SAMEA2466991,ERX446583,ERR480751,WGS,Human stool sample
PRJEB6070,SAMEA2466991,ERX446584,ERR480752,WGS,Human stool sample
PRJEB6070,SAMEA2466991,ERX446585,ERR480753,WGS,Human stool sample
PRJEB6070,SAMEA2466991,ERX446586,ERR480754,WGS,Human stool sample
PRJEB6070,SAMEA2467032,ERX446587,ERR480755,WGS,Human stool sample
PRJEB6070,SAMEA2467032,ERX446588,ERR480756,WGS,Human stool sample
PRJEB6070,SAMEA2467032,ERX446589,ERR480757,WGS,Human stool sample
PRJEB6070,SAMEA2467032,ERX446590,ERR480758,WGS,Human stool sample
PRJEB6070,SAMEA2467016,ERX446591,ERR480759,WGS,Human stool sample
PRJEB6070,SAMEA2467016,ERX446592,ERR480760,WGS,Human stool sample
PRJEB6070,SAMEA2467016,ERX446593,ERR480761,WGS,Human stool sample
PRJEB6070,SAMEA2467016,ERX446594,ERR480762,WGS,Human stool sample
PRJEB6070,SAMEA2466982,ERX446595,ERR480763,WGS,Human stool sample
PRJEB6070,SAMEA2466982,ERX446596,ERR480764,WGS,Human stool sample
PRJEB6070,SAMEA2466982,ERX446597,ERR480765,WGS,Human stool sample
PRJEB6070,SAMEA2466913,ERX446598,ERR480766,WGS,Human stool sample
PRJEB6070,SAMEA2466913,ERX446599,ERR480767,WGS,Human stool sample
PRJEB6070,SAMEA2466913,ERX446600,ERR480768,WGS,Human stool sample
PRJEB6070,SAMEA2466913,ERX446601,ERR480769,WGS,Human stool sample
PRJEB6070,SAMEA2466909,ERX446602,ERR480770,WGS,Human stool sample
PRJEB6070,SAMEA2466909,ERX446603,ERR480771,WGS,Human stool sample
PRJEB6070,SAMEA2466990,ERX446604,ERR480772,WGS,Human stool sample
PRJEB6070,SAMEA2466990,ERX446605,ERR480773,WGS,Human stool sample
PRJEB6070,SAMEA2466990,ERX446606,ERR480774,WGS,Human stool sample
PRJEB6070,SAMEA2466990,ERX446607,ERR480775,WGS,Human stool sample
PRJEB6070,SAMEA2466995,ERX446608,ERR480776,WGS,Human stool sample
PRJEB6070,SAMEA2466995,ERX446609,ERR480777,WGS,Human stool sample
PRJEB6070,SAMEA2466995,ERX446610,ERR480778,WGS,Human stool sample
PRJEB6070,SAMEA2466995,ERX446611,ERR480779,WGS,Human stool sample
PRJEB6070,SAMEA2466928,ERX446612,ERR480780,WGS,Human stool sample
PRJEB6070,SAMEA2466928,ERX446613,ERR480781,WGS,Human stool sample
PRJEB6070,SAMEA2467022,ERX446614,ERR480782,WGS,Human stool sample
PRJEB6070,SAMEA2467022,ERX446615,ERR480783,WGS,Human stool sample
PRJEB6070,SAMEA2467022,ERX446616,ERR480784,WGS,Human stool sample
PRJEB6070,SAMEA2467022,ERX446617,ERR480785,WGS,Human stool sample
PRJEB6070,SAMEA2467001,ERX446618,ERR480786,WGS,Human stool sample
PRJEB6070,SAMEA2467001,ERX446619,ERR480787,WGS,Human stool sample
PRJEB6070,SAMEA2467001,ERX446620,ERR480788,WGS,Human stool sample
PRJEB6070,SAMEA2467001,ERX446621,ERR480789,WGS,Human stool sample
PRJEB6070,SAMEA2467020,ERX446622,ERR480790,WGS,Human stool sample
PRJEB6070,SAMEA2467020,ERX446623,ERR480791,WGS,Human stool sample
PRJEB6070,SAMEA2467020,ERX446624,ERR480792,WGS,Human stool sample
PRJEB6070,SAMEA2467020,ERX446625,ERR480793,WGS,Human stool sample
PRJEB6070,SAMEA2466889,ERX446626,ERR480794,WGS,Human stool sample
PRJEB6070,SAMEA2466977,ERX446627,ERR480795,WGS,Human stool sample
PRJEB6070,SAMEA2466977,ERX446628,ERR480796,WGS,Human stool sample
PRJEB6070,SAMEA2466977,ERX446629,ERR480797,WGS,Human stool sample
PRJEB6070,SAMEA2466946,ERX446630,ERR480798,WGS,Human stool sample
PRJEB6070,SAMEA2466946,ERX446631,ERR480799,WGS,Human stool sample
PRJEB6070,SAMEA2466918,ERX446632,ERR480800,WGS,Human stool sample
PRJEB6070,SAMEA2466918,ERX446633,ERR480801,WGS,Human stool sample
PRJEB6070,SAMEA2466918,ERX446634,ERR480802,WGS,Human stool sample
PRJEB6070,SAMEA2466918,ERX446635,ERR480803,WGS,Human stool sample
PRJEB6070,SAMEA2466992,ERX446636,ERR480804,WGS,Human stool sample
PRJEB6070,SAMEA2466992,ERX446637,ERR480805,WGS,Human stool sample
PRJEB6070,SAMEA2466992,ERX446638,ERR480806,WGS,Human stool sample
PRJEB6070,SAMEA2466992,ERX446639,ERR480807,WGS,Human stool sample
PRJEB6070,SAMEA2467040,ERX446640,ERR480808,WGS,Human stool sample
PRJEB6070,SAMEA2467040,ERX446641,ERR480809,WGS,Human stool sample
PRJEB6070,SAMEA2467040,ERX446642,ERR480810,WGS,Human stool sample
PRJEB6070,SAMEA2467040,ERX446643,ERR480811,WGS,Human stool sample
PRJEB6070,SAMEA2466988,ERX446644,ERR480812,WGS,Human stool sample
PRJEB6070,SAMEA2466988,ERX446645,ERR480813,WGS,Human stool sample
PRJEB6070,SAMEA2466988,ERX446646,ERR480814,WGS,Human stool sample
PRJEB6070,SAMEA2466891,ERX446647,ERR480815,WGS,Human stool sample
PRJEB6070,SAMEA2466891,ERX446648,ERR480816,WGS,Human stool sample
PRJEB6070,SAMEA2466981,ERX446649,ERR480817,WGS,Human stool sample
PRJEB6070,SAMEA2466981,ERX446650,ERR480818,WGS,Human stool sample
PRJEB6070,SAMEA2466981,ERX446651,ERR480819,WGS,Human stool sample
PRJEB6070,SAMEA2466981,ERX446652,ERR480820,WGS,Human stool sample
PRJEB6070,SAMEA2466902,ERX446653,ERR480821,WGS,Human stool sample
PRJEB6070,SAMEA2466902,ERX446654,ERR480822,WGS,Human stool sample
PRJEB6070,SAMEA2466960,ERX446655,ERR480823,WGS,Human stool sample
PRJEB6070,SAMEA2466960,ERX446656,ERR480824,WGS,Human stool sample
PRJEB6070,SAMEA2466935,ERX446657,ERR480825,WGS,Human stool sample
PRJEB6070,SAMEA2466935,ERX446658,ERR480826,WGS,Human stool sample
PRJEB6070,SAMEA2466932,ERX446659,ERR480827,WGS,Human stool sample
PRJEB6070,SAMEA2466932,ERX446660,ERR480828,WGS,Human stool sample
PRJEB6070,SAMEA2466932,ERX446661,ERR480829,WGS,Human stool sample
PRJEB6070,SAMEA2466932,ERX446662,ERR480830,WGS,Human stool sample
PRJEB6070,SAMEA2466970,ERX446663,ERR480831,WGS,Human stool sample
PRJEB6070,SAMEA2466970,ERX446664,ERR480832,WGS,Human stool sample
PRJEB6070,SAMEA2466970,ERX446665,ERR480833,WGS,Human stool sample
PRJEB6070,SAMEA2466970,ERX446666,ERR480834,WGS,Human stool sample
PRJEB6070,SAMEA2466892,ERX446667,ERR480835,WGS,Human stool sample
PRJEB6070,SAMEA2466892,ERX446668,ERR480836,WGS,Human stool sample
PRJEB6070,SAMEA2466985,ERX446669,ERR480837,WGS,Human stool sample
PRJEB6070,SAMEA2466985,ERX446670,ERR480838,WGS,Human stool sample
PRJEB6070,SAMEA2466951,ERX446671,ERR480839,WGS,Human stool sample
PRJEB6070,SAMEA2466951,ERX446672,ERR480840,WGS,Human stool sample
PRJEB6070,SAMEA2466951,ERX446673,ERR480841,WGS,Human stool sample
PRJEB6070,SAMEA2466924,ERX446674,ERR480842,WGS,Human stool sample
PRJEB6070,SAMEA2466924,ERX446675,ERR480843,WGS,Human stool sample
PRJEB6070,SAMEA2466937,ERX446676,ERR480844,WGS,Human stool sample
PRJEB6070,SAMEA2466937,ERX446677,ERR480845,WGS,Human stool sample
PRJEB6070,SAMEA2466937,ERX446678,ERR480846,WGS,Human stool sample
PRJEB6070,SAMEA2466983,ERX446679,ERR480847,WGS,Human stool sample
PRJEB6070,SAMEA2466983,ERX446680,ERR480848,WGS,Human stool sample
PRJEB6070,SAMEA2466917,ERX446681,ERR480849,WGS,Human stool sample
PRJEB6070,SAMEA2466917,ERX446682,ERR480850,WGS,Human stool sample
PRJEB6070,SAMEA2466934,ERX446683,ERR480851,WGS,Human stool sample
PRJEB6070,SAMEA2466934,ERX446684,ERR480852,WGS,Human stool sample
PRJEB6070,SAMEA2466922,ERX446685,ERR480853,WGS,Human stool sample
PRJEB6070,SAMEA2466922,ERX446686,ERR480854,WGS,Human stool sample
PRJEB6070,SAMEA2466956,ERX446687,ERR480855,WGS,Human stool sample
PRJEB6070,SAMEA2466956,ERX446688,ERR480856,WGS,Human stool sample
PRJEB6070,SAMEA2466956,ERX446689,ERR480857,WGS,Human stool sample
PRJEB6070,SAMEA2466914,ERX446690,ERR480858,WGS,Human stool sample
PRJEB6070,SAMEA2466914,ERX446691,ERR480859,WGS,Human stool sample
PRJEB6070,SAMEA2466914,ERX446692,ERR480860,WGS,Human stool sample
PRJEB6070,SAMEA2466914,ERX446693,ERR480861,WGS,Human stool sample
PRJEB6070,SAMEA2466936,ERX446694,ERR480862,WGS,Human stool sample
PRJEB6070,SAMEA2466936,ERX446695,ERR480863,WGS,Human stool sample
PRJEB6070,SAMEA2466936,ERX446696,ERR480864,WGS,Human stool sample
PRJEB6070,SAMEA2466936,ERX446697,ERR480865,WGS,Human stool sample
PRJEB6070,SAMEA2467033,ERX446698,ERR480866,WGS,Human stool sample
PRJEB6070,SAMEA2467033,ERX446699,ERR480867,WGS,Human stool sample
PRJEB6070,SAMEA2467033,ERX446700,ERR480868,WGS,Human stool sample
PRJEB6070,SAMEA2467033,ERX446701,ERR480869,WGS,Human stool sample
PRJEB6070,SAMEA2467042,ERX446702,ERR480870,WGS,Human stool sample
PRJEB6070,SAMEA2467042,ERX446703,ERR480871,WGS,Human stool sample
PRJEB6070,SAMEA2467042,ERX446704,ERR480872,WGS,Human stool sample
PRJEB6070,SAMEA2467042,ERX446705,ERR480873,WGS,Human stool sample
PRJEB6070,SAMEA2467029,ERX446706,ERR480874,WGS,Human stool sample
PRJEB6070,SAMEA2467029,ERX446707,ERR480875,WGS,Human stool sample
PRJEB6070,SAMEA2467029,ERX446708,ERR480876,WGS,Human stool sample
PRJEB6070,SAMEA2467029,ERX446709,ERR480877,WGS,Human stool sample
PRJEB6070,SAMEA2466945,ERX446710,ERR480878,WGS,Human stool sample
PRJEB6070,SAMEA2466945,ERX446711,ERR480879,WGS,Human stool sample
PRJEB6070,SAMEA2466925,ERX446712,ERR480880,WGS,Human stool sample
PRJEB6070,SAMEA2466925,ERX446713,ERR480881,WGS,Human stool sample
PRJEB6070,SAMEA2466925,ERX446714,ERR480882,WGS,Human stool sample
PRJEB6070,SAMEA2466921,ERX446715,ERR480883,WGS,Human stool sample
PRJEB6070,SAMEA2466921,ERX446716,ERR480884,WGS,Human stool sample
PRJEB6070,SAMEA2466927,ERX446717,ERR480885,WGS,Human stool sample
PRJEB6070,SAMEA2466927,ERX446718,ERR480886,WGS,Human stool sample
PRJEB6070,SAMEA2466978,ERX446719,ERR480887,WGS,Human stool sample
PRJEB6070,SAMEA2466978,ERX446720,ERR480888,WGS,Human stool sample
PRJEB6070,SAMEA2466898,ERX446721,ERR480889,WGS,Human stool sample
PRJEB6070,SAMEA2466898,ERX446722,ERR480890,WGS,Human stool sample
PRJEB6070,SAMEA2466923,ERX446723,ERR480891,WGS,Human stool sample
PRJEB6070,SAMEA2466923,ERX446724,ERR480892,WGS,Human stool sample
PRJEB6070,SAMEA2467012,ERX446725,ERR480893,WGS,Human stool sample
PRJEB6070,SAMEA2467012,ERX446726,ERR480894,WGS,Human stool sample
PRJEB6070,SAMEA2467012,ERX446727,ERR480895,WGS,Human stool sample
PRJEB6070,SAMEA2467012,ERX446728,ERR480896,WGS,Human stool sample
PRJEB6070,SAMEA2466980,ERX446729,ERR480897,WGS,Human stool sample
PRJEB6070,SAMEA2466980,ERX446730,ERR480898,WGS,Human stool sample
PRJEB6070,SAMEA2466980,ERX446731,ERR480899,WGS,Human stool sample
PRJEB6070,SAMEA2466980,ERX446732,ERR480900,WGS,Human stool sample
PRJEB6070,SAMEA2467019,ERX446733,ERR480901,WGS,Human stool sample
PRJEB6070,SAMEA2467019,ERX446734,ERR480902,WGS,Human stool sample
PRJEB6070,SAMEA2467019,ERX446735,ERR480903,WGS,Human stool sample
PRJEB6070,SAMEA2467019,ERX446736,ERR480904,WGS,Human stool sample
PRJEB6070,SAMEA2466969,ERX446737,ERR480905,WGS,Human stool sample
PRJEB6070,SAMEA2466969,ERX446738,ERR480906,WGS,Human stool sample
PRJEB6070,SAMEA2466969,ERX446739,ERR480907,WGS,Human stool sample
PRJEB6070,SAMEA2466969,ERX446740,ERR480908,WGS,Human stool sample
PRJEB6070,SAMEA2466894,ERX446741,ERR480909,WGS,Human stool sample
PRJEB6070,SAMEA2466894,ERX446742,ERR480910,WGS,Human stool sample
PRJEB6070,SAMEA2466948,ERX446743,ERR480911,WGS,Human stool sample
PRJEB6070,SAMEA2466948,ERX446744,ERR480912,WGS,Human stool sample
PRJEB6070,SAMEA2466964,ERX446745,ERR480913,WGS,Human stool sample
PRJEB6070,SAMEA2466964,ERX446746,ERR480914,WGS,Human stool sample
PRJEB6070,SAMEA2467066,ERX446747,ERR480915,WGS,Human stool sample
PRJEB6070,SAMEA2467066,ERX446748,ERR480916,WGS,Human stool sample
PRJEB6070,SAMEA2467066,ERX446749,ERR480917,WGS,Human stool sample
PRJEB6070,SAMEA2467066,ERX446750,ERR480918,WGS,Human stool sample
PRJEB6070,SAMEA2467077,ERX446751,ERR480919,WGS,Human stool sample
PRJEB6070,SAMEA2467077,ERX446752,ERR480920,WGS,Human stool sample
PRJEB6070,SAMEA2467077,ERX446753,ERR480921,WGS,Human stool sample
PRJEB6070,SAMEA2467077,ERX446754,ERR480922,WGS,Human stool sample
PRJEB6070,SAMEA2467077,ERX446755,ERR480923,WGS,Human stool sample
PRJEB6070,SAMEA2467065,ERX446756,ERR480924,WGS,Human stool sample
PRJEB6070,SAMEA2467065,ERX446757,ERR480925,WGS,Human stool sample
PRJEB6070,SAMEA2467065,ERX446758,ERR480926,WGS,Human stool sample
PRJEB6070,SAMEA2467065,ERX446759,ERR480927,WGS,Human stool sample
PRJEB6070,SAMEA2467064,ERX446760,ERR480928,WGS,Human stool sample
PRJEB6070,SAMEA2467064,ERX446761,ERR480929,WGS,Human stool sample
PRJEB6070,SAMEA2467064,ERX446762,ERR480930,WGS,Human stool sample
PRJEB6070,SAMEA2467064,ERX446763,ERR480931,WGS,Human stool sample
PRJEB6070,SAMEA2467063,ERX446764,ERR480932,WGS,Human stool sample
PRJEB6070,SAMEA2467063,ERX446765,ERR480933,WGS,Human stool sample
PRJEB6070,SAMEA2467063,ERX446766,ERR480934,WGS,Human stool sample
PRJEB6070,SAMEA2467063,ERX446767,ERR480935,WGS,Human stool sample
PRJEB6070,SAMEA2467078,ERX446768,ERR480936,WGS,Human stool sample
PRJEB6070,SAMEA2467078,ERX446769,ERR480937,WGS,Human stool sample
PRJEB6070,SAMEA2467078,ERX446770,ERR480938,WGS,Human stool sample
PRJEB6070,SAMEA2467078,ERX446771,ERR480939,WGS,Human stool sample
PRJEB6070,SAMEA2467062,ERX446772,ERR480940,WGS,Human stool sample
PRJEB6070,SAMEA2467062,ERX446773,ERR480941,WGS,Human stool sample
PRJEB6070,SAMEA2467062,ERX446774,ERR480942,WGS,Human stool sample
PRJEB6070,SAMEA2467062,ERX446775,ERR480943,WGS,Human stool sample
PRJEB6070,SAMEA2467061,ERX446776,ERR480944,WGS,Human stool sample
PRJEB6070,SAMEA2467061,ERX446777,ERR480945,WGS,Human stool sample
PRJEB6070,SAMEA2467061,ERX446778,ERR480946,WGS,Human stool sample
PRJEB6070,SAMEA2467061,ERX446779,ERR480947,WGS,Human stool sample
PRJEB6070,SAMEA2467060,ERX446780,ERR480948,WGS,Human stool sample
PRJEB6070,SAMEA2467060,ERX446781,ERR480949,WGS,Human stool sample
PRJEB6070,SAMEA2467060,ERX446782,ERR480950,WGS,Human stool sample
PRJEB6070,SAMEA2467060,ERX446783,ERR480951,WGS,Human stool sample
PRJEB6070,SAMEA2467072,ERX446784,ERR480952,WGS,Human stool sample
PRJEB6070,SAMEA2467072,ERX446785,ERR480953,WGS,Human stool sample
PRJEB6070,SAMEA2467072,ERX446786,ERR480954,WGS,Human stool sample
PRJEB6070,SAMEA2467072,ERX446787,ERR480955,WGS,Human stool sample
PRJEB6070,SAMEA2467059,ERX446788,ERR480956,WGS,Human stool sample
PRJEB6070,SAMEA2467059,ERX446789,ERR480957,WGS,Human stool sample
PRJEB6070,SAMEA2467059,ERX446790,ERR480958,WGS,Human stool sample
PRJEB6070,SAMEA2467059,ERX446791,ERR480959,WGS,Human stool sample
PRJEB6070,SAMEA2467058,ERX446792,ERR480960,WGS,Human stool sample
PRJEB6070,SAMEA2467058,ERX446793,ERR480961,WGS,Human stool sample
PRJEB6070,SAMEA2467058,ERX446794,ERR480962,WGS,Human stool sample
PRJEB6070,SAMEA2467058,ERX446795,ERR480963,WGS,Human stool sample
PRJEB6070,SAMEA2467057,ERX446796,ERR480964,WGS,Human stool sample
PRJEB6070,SAMEA2467057,ERX446797,ERR480965,WGS,Human stool sample
PRJEB6070,SAMEA2467057,ERX446798,ERR480966,WGS,Human stool sample
PRJEB6070,SAMEA2467057,ERX446799,ERR480967,WGS,Human stool sample
PRJEB6070,SAMEA2467056,ERX446800,ERR480968,WGS,Human stool sample
PRJEB6070,SAMEA2467056,ERX446801,ERR480969,WGS,Human stool sample
PRJEB6070,SAMEA2467056,ERX446802,ERR480970,WGS,Human stool sample
PRJEB6070,SAMEA2467056,ERX446803,ERR480971,WGS,Human stool sample
PRJEB6070,SAMEA2467068,ERX446804,ERR480972,WGS,Human stool sample
PRJEB6070,SAMEA2467068,ERX446805,ERR480973,WGS,Human stool sample
PRJEB6070,SAMEA2467068,ERX446806,ERR480974,WGS,Human stool sample
PRJEB6070,SAMEA2467068,ERX446807,ERR480975,WGS,Human stool sample
PRJEB6070,SAMEA2467055,ERX446808,ERR480976,WGS,Human stool sample
PRJEB6070,SAMEA2467055,ERX446809,ERR480977,WGS,Human stool sample
PRJEB6070,SAMEA2467055,ERX446810,ERR480978,WGS,Human stool sample
PRJEB6070,SAMEA2467055,ERX446811,ERR480979,WGS,Human stool sample
PRJEB6070,SAMEA2467073,ERX446812,ERR480980,WGS,Human stool sample
PRJEB6070,SAMEA2467073,ERX446813,ERR480981,WGS,Human stool sample
PRJEB6070,SAMEA2467073,ERX446814,ERR480982,WGS,Human stool sample
PRJEB6070,SAMEA2467073,ERX446815,ERR480983,WGS,Human stool sample
PRJEB6070,SAMEA2467054,ERX446816,ERR480984,WGS,Human stool sample
PRJEB6070,SAMEA2467054,ERX446817,ERR480985,WGS,Human stool sample
PRJEB6070,SAMEA2467054,ERX446818,ERR480986,WGS,Human stool sample
PRJEB6070,SAMEA2467054,ERX446819,ERR480987,WGS,Human stool sample
PRJEB6070,SAMEA2467080,ERX446820,ERR480988,WGS,Human stool sample
PRJEB6070,SAMEA2467080,ERX446821,ERR480989,WGS,Human stool sample
PRJEB6070,SAMEA2467080,ERX446822,ERR480990,WGS,Human stool sample
PRJEB6070,SAMEA2467080,ERX446823,ERR480991,WGS,Human stool sample
PRJEB6070,SAMEA2467053,ERX446824,ERR480992,WGS,Human stool sample
PRJEB6070,SAMEA2467053,ERX446825,ERR480993,WGS,Human stool sample
PRJEB6070,SAMEA2467053,ERX446826,ERR480994,WGS,Human stool sample
PRJEB6070,SAMEA2467053,ERX446827,ERR480995,WGS,Human stool sample
PRJEB6070,SAMEA2467076,ERX446828,ERR480996,WGS,Human stool sample
PRJEB6070,SAMEA2467076,ERX446829,ERR480997,WGS,Human stool sample
PRJEB6070,SAMEA2467076,ERX446830,ERR480998,WGS,Human stool sample
PRJEB6070,SAMEA2467076,ERX446831,ERR480999,WGS,Human stool sample
PRJEB6070,SAMEA2467070,ERX446832,ERR481000,WGS,Human stool sample
PRJEB6070,SAMEA2467070,ERX446833,ERR481001,WGS,Human stool sample
PRJEB6070,SAMEA2467070,ERX446834,ERR481002,WGS,Human stool sample
PRJEB6070,SAMEA2467070,ERX446835,ERR481003,WGS,Human stool sample
PRJEB6070,SAMEA2467052,ERX446836,ERR481004,WGS,Human stool sample
PRJEB6070,SAMEA2467052,ERX446837,ERR481005,WGS,Human stool sample
PRJEB6070,SAMEA2467052,ERX446838,ERR481006,WGS,Human stool sample
PRJEB6070,SAMEA2467052,ERX446839,ERR481007,WGS,Human stool sample
PRJEB6070,SAMEA2467067,ERX446840,ERR481008,WGS,Human stool sample
PRJEB6070,SAMEA2467067,ERX446841,ERR481009,WGS,Human stool sample
PRJEB6070,SAMEA2467067,ERX446842,ERR481010,WGS,Human stool sample
PRJEB6070,SAMEA2467067,ERX446843,ERR481011,WGS,Human stool sample
PRJEB6070,SAMEA2467051,ERX446844,ERR481012,WGS,Human stool sample
PRJEB6070,SAMEA2467051,ERX446845,ERR481013,WGS,Human stool sample
PRJEB6070,SAMEA2467051,ERX446846,ERR481014,WGS,Human stool sample
PRJEB6070,SAMEA2467051,ERX446847,ERR481015,WGS,Human stool sample
PRJEB6070,SAMEA2467050,ERX446848,ERR481016,WGS,Human stool sample
PRJEB6070,SAMEA2467050,ERX446849,ERR481017,WGS,Human stool sample
PRJEB6070,SAMEA2467050,ERX446850,ERR481018,WGS,Human stool sample
PRJEB6070,SAMEA2467050,ERX446851,ERR481019,WGS,Human stool sample
PRJEB6070,SAMEA2467049,ERX446852,ERR481020,WGS,Human stool sample
PRJEB6070,SAMEA2467049,ERX446853,ERR481021,WGS,Human stool sample
PRJEB6070,SAMEA2467049,ERX446854,ERR481022,WGS,Human stool sample
PRJEB6070,SAMEA2467049,ERX446855,ERR481023,WGS,Human stool sample
PRJEB6070,SAMEA2467048,ERX446856,ERR481024,WGS,Human stool sample
PRJEB6070,SAMEA2467048,ERX446857,ERR481025,WGS,Human stool sample
PRJEB6070,SAMEA2467048,ERX446858,ERR481026,WGS,Human stool sample
PRJEB6070,SAMEA2467048,ERX446859,ERR481027,WGS,Human stool sample
PRJEB6070,SAMEA2467047,ERX446860,ERR481028,WGS,Human stool sample
PRJEB6070,SAMEA2467047,ERX446861,ERR481029,WGS,Human stool sample
PRJEB6070,SAMEA2467046,ERX446862,ERR481030,WGS,Human stool sample
PRJEB6070,SAMEA2467046,ERX446863,ERR481031,WGS,Human stool sample
PRJEB6070,SAMEA2467046,ERX446864,ERR481032,WGS,Human stool sample
PRJEB6070,SAMEA2467046,ERX446865,ERR481033,WGS,Human stool sample
PRJEB6070,SAMEA2467074,ERX446866,ERR481034,WGS,Human stool sample
PRJEB6070,SAMEA2467074,ERX446867,ERR481035,WGS,Human stool sample
PRJEB6070,SAMEA2467074,ERX446868,ERR481036,WGS,Human stool sample
PRJEB6070,SAMEA2467074,ERX446869,ERR481037,WGS,Human stool sample
PRJEB6070,SAMEA2467045,ERX446870,ERR481038,WGS,Human stool sample
PRJEB6070,SAMEA2467045,ERX446871,ERR481039,WGS,Human stool sample
PRJEB6070,SAMEA2467045,ERX446872,ERR481040,WGS,Human stool sample
PRJEB6070,SAMEA2467045,ERX446873,ERR481041,WGS,Human stool sample
PRJEB6070,SAMEA2467044,ERX446874,ERR481042,WGS,Human stool sample
PRJEB6070,SAMEA2467044,ERX446875,ERR481043,WGS,Human stool sample
PRJEB6070,SAMEA2467044,ERX446876,ERR481044,WGS,Human stool sample
PRJEB6070,SAMEA2467044,ERX446877,ERR481045,WGS,Human stool sample
PRJEB6070,SAMEA2467043,ERX446878,ERR481046,WGS,Human stool sample
PRJEB6070,SAMEA2467043,ERX446879,ERR481047,WGS,Human stool sample
PRJEB6070,SAMEA2467043,ERX446880,ERR481048,WGS,Human stool sample
PRJEB6070,SAMEA2467043,ERX446881,ERR481049,WGS,Human stool sample
PRJEB6070,SAMEA2467075,ERX446882,ERR481050,WGS,Human stool sample
PRJEB6070,SAMEA2467075,ERX446883,ERR481051,WGS,Human stool sample
PRJEB6070,SAMEA2467075,ERX446884,ERR481052,WGS,Human stool sample
PRJEB6070,SAMEA2467075,ERX446885,ERR481053,WGS,Human stool sample
PRJEB6070,SAMEA2467069,ERX446886,ERR481054,WGS,Human stool sample
PRJEB6070,SAMEA2467069,ERX446887,ERR481055,WGS,Human stool sample
PRJEB6070,SAMEA2467069,ERX446888,ERR481056,WGS,Human stool sample
PRJEB6070,SAMEA2467069,ERX446889,ERR481057,WGS,Human stool sample
PRJEB6070,SAMEA2467071,ERX446890,ERR481058,WGS,Human stool sample
PRJEB6070,SAMEA2467071,ERX446891,ERR481059,WGS,Human stool sample
PRJEB6070,SAMEA2467071,ERX446892,ERR481060,WGS,Human stool sample
PRJEB6070,SAMEA2467071,ERX446893,ERR481061,WGS,Human stool sample
PRJEB6070,SAMEA2467079,ERX446894,ERR481062,WGS,Human stool sample
PRJEB6070,SAMEA2467079,ERX446895,ERR481063,WGS,Human stool sample
PRJEB6070,SAMEA2467079,ERX446896,ERR481064,WGS,Human stool sample
PRJEB6070,SAMEA2467079,ERX446897,ERR481065,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX446898,ERR481066,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX446899,ERR481067,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX446900,ERR481068,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX446901,ERR481069,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX446902,ERR481070,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX446903,ERR481071,WGS,Human stool sample
